Annotation accession	Annotation status	Annotation type	Genome assembly	Experiment accession	Experiment status	Description	Biosample summary	Biosample term name	Biosample classification	Assay name	Perturbed	training and test regions	observed signal profile	models	alignments	unfiltered alignments	selected regions for predicted signal and sequence contribution scores	predicted signal profile	bias-corrected predicted signal profile	profile sequence contribution scores	counts sequence contribution scores	bias models	sequence motifs	sequence motifs instances	normalized observed signal profile	normalized predicted signal profile	normalized bias-corrected predicted signal profile	sequence motifs report
ENCSR132HHY	in progress	ChromBPNet-model	GRCh38	ENCSR941SMM	released		Homo sapiens stomach tissue embryo (101 days)	stomach	tissue	DNase-seq	false	['ENCFF804WFH.tar.gz']	['ENCFF064QLP.bigWig']	['ENCFF666XPQ.tar.gz']	[]	['ENCFF097CFG.bam']	['ENCFF416BCN.bed.gz', 'ENCFF393JGV.bigBed']	['ENCFF886CLO.bigWig', 'ENCFF993LHD.tar.gz']	['ENCFF709KNU.bigWig', 'ENCFF795TBX.tar.gz']	['ENCFF388TBZ.tar.gz', 'ENCFF453YUJ.bigWig']	['ENCFF206IKP.tar.gz', 'ENCFF278WNY.bigWig']	['ENCFF707TOG.tar.gz']	['ENCFF097VDC.tar.gz']	['ENCFF494YFI.tar.gz']	['ENCFF243SIV.bigWig']	['ENCFF452XLT.bigWig']	['ENCFF885JDG.bigWig']	['ENCFF136AEZ.tar.gz']
ENCSR420HYN	in progress	ChromBPNet-model	GRCh38	ENCSR000ENA	released	DNase-seq and DGF on human HA-h	Homo sapiens astrocyte of the hippocampus	astrocyte of the hippocampus	primary cell	DNase-seq	false	['ENCFF011BJW.tar.gz']	['ENCFF943QQZ.bigWig']	['ENCFF074ONA.tar.gz']	[]	['ENCFF222XQL.bam', 'ENCFF607LKR.bam']	['ENCFF804LYC.bed.gz', 'ENCFF205OPU.bigBed']	['ENCFF497HPB.bigWig', 'ENCFF661KLG.tar.gz']	['ENCFF203NEI.bigWig', 'ENCFF513KXI.tar.gz']	['ENCFF552EXS.bigWig', 'ENCFF338XGP.tar.gz']	['ENCFF263HEQ.bigWig', 'ENCFF324GRO.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF768WJA.tar.gz']	['ENCFF393DEX.tar.gz']	['ENCFF637UJQ.bigWig']	['ENCFF143DBK.bigWig']	['ENCFF430AEJ.bigWig']	['ENCFF143GBH.tar.gz']
ENCSR090UGL	in progress	ChromBPNet-model	GRCh38	ENCSR121BSW	released		Homo sapiens activated CD4-positive, alpha-beta T cell female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 4 hours	activated CD4-positive, alpha-beta T cell	primary cell	DNase-seq	false	['ENCFF475DMI.tar.gz']	['ENCFF136DKN.bigWig']	['ENCFF479LPA.tar.gz']	['ENCFF072YRU.bam']	[]	['ENCFF431AXS.bed.gz', 'ENCFF995PWM.bigBed']	['ENCFF051YOT.bigWig', 'ENCFF269WFX.tar.gz']	['ENCFF840NIR.bigWig', 'ENCFF970XUW.tar.gz']	['ENCFF855QMP.bigWig', 'ENCFF372YYC.tar.gz']	['ENCFF437KXB.bigWig', 'ENCFF528NCY.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF709TVA.tar.gz']	['ENCFF295IEY.tar.gz']	['ENCFF335OKN.bigWig']	['ENCFF839ETV.bigWig']	['ENCFF543CVO.bigWig']	['ENCFF554EBP.tar.gz']
ENCSR950QGN	in progress	ChromBPNet-model	GRCh38	ENCSR306LNA	released		Homo sapiens with Alzheimer's disease, Cognitive impairment; dorsolateral prefrontal cortex tissue male adult (73 years)	dorsolateral prefrontal cortex	tissue	DNase-seq	false	['ENCFF141IFC.tar.gz']	['ENCFF475PNM.bigWig']	['ENCFF333ZLF.tar.gz']	['ENCFF147OGX.bam']	[]	['ENCFF049JWM.bed.gz', 'ENCFF611TKO.bigBed']	['ENCFF571LHX.bigWig', 'ENCFF962FBE.tar.gz']	['ENCFF327YUE.bigWig', 'ENCFF258GVR.tar.gz']	['ENCFF060NPI.bigWig', 'ENCFF893YWG.tar.gz']	['ENCFF071ZRA.bigWig', 'ENCFF605XRY.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF719CNL.tar.gz']	['ENCFF461JQE.tar.gz']	['ENCFF428YCR.bigWig']	['ENCFF555NOK.bigWig']	['ENCFF860YHP.bigWig']	['ENCFF029ZAT.tar.gz']
ENCSR210FDQ	in progress	ChromBPNet-model	GRCh38	ENCSR634ZYB	released		Homo sapiens stimulated activated CD4-positive, alpha-beta T cell female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 4 hours, 100 ng/mL Interleukin-23 for 4 hours, 100 ng/mL Interleukin-1b for 4 hours	stimulated activated CD4-positive, alpha-beta T cell	primary cell	DNase-seq	false	['ENCFF660HJL.tar.gz']	['ENCFF586XTN.bigWig']	['ENCFF523KIZ.tar.gz']	['ENCFF804HWB.bam']	[]	['ENCFF421EVH.bed.gz', 'ENCFF985ODN.bigBed']	['ENCFF700BTP.bigWig', 'ENCFF551PSO.tar.gz']	['ENCFF590JMU.bigWig', 'ENCFF169MOO.tar.gz']	['ENCFF283HKC.bigWig', 'ENCFF706BOY.tar.gz']	['ENCFF741IDC.bigWig', 'ENCFF497VJV.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF811YMM.tar.gz']	['ENCFF589WFE.tar.gz']	['ENCFF020CRI.bigWig']	['ENCFF785JBQ.bigWig']	['ENCFF297FMI.bigWig']	['ENCFF403SMB.tar.gz']
ENCSR325LOW	in progress	ChromBPNet-model	GRCh38	ENCSR990XXC	released		Homo sapiens right kidney tissue male embryo (115 days)	right kidney	tissue	DNase-seq	false	['ENCFF642JVQ.tar.gz']	['ENCFF369IVI.bigWig']	['ENCFF837BEB.tar.gz']	[]	['ENCFF664SOK.bam']	['ENCFF917URZ.bed.gz', 'ENCFF501MOS.bigBed']	['ENCFF021MPB.bigWig', 'ENCFF558KLN.tar.gz']	['ENCFF136FAP.bigWig', 'ENCFF530VYI.tar.gz']	['ENCFF195FUZ.bigWig', 'ENCFF727QCB.tar.gz']	['ENCFF689FPO.bigWig', 'ENCFF997KLI.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF023EMI.tar.gz']	['ENCFF985OTB.tar.gz']	['ENCFF675MDU.bigWig']	['ENCFF902SGB.bigWig']	['ENCFF355VVE.bigWig']	['ENCFF256ZAD.tar.gz']
ENCSR126JGP	in progress	ChromBPNet-model	GRCh38	ENCSR943KMD	released		Homo sapiens T-helper 2 cell male adult (38 years)	T-helper 2 cell	primary cell	DNase-seq	false	['ENCFF081XNB.tar.gz']	['ENCFF672CCB.bigWig']	['ENCFF947OJN.tar.gz']	['ENCFF915JML.bam']	[]	['ENCFF066GFV.bed.gz', 'ENCFF601SCB.bigBed']	['ENCFF785XPQ.bigWig', 'ENCFF186IFR.tar.gz']	['ENCFF773MDZ.bigWig', 'ENCFF845TGL.tar.gz']	['ENCFF934VRM.bigWig', 'ENCFF357XYK.tar.gz']	['ENCFF287DGC.bigWig', 'ENCFF006IUX.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF169ONQ.tar.gz']	['ENCFF361WLW.tar.gz']	['ENCFF516UVJ.bigWig']	['ENCFF799GBA.bigWig']	['ENCFF441REN.bigWig']	['ENCFF637ASV.tar.gz']
ENCSR844YHV	in progress	ChromBPNet-model	GRCh38	ENCSR377CRU	released		Homo sapiens stimulated activated CD8-positive, alpha-beta memory T cell male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 4 hours, 100 ng/mL Interleukin-7 for 4 hours	stimulated activated CD8-positive, alpha-beta memory T cell	primary cell	DNase-seq	false	['ENCFF438EJC.tar.gz']	['ENCFF739UYF.bigWig']	['ENCFF473OSW.tar.gz']	['ENCFF469NED.bam']	[]	['ENCFF848TKD.bed.gz', 'ENCFF629JFC.bigBed']	['ENCFF619GUY.bigWig', 'ENCFF183QMG.tar.gz']	['ENCFF141JVU.bigWig', 'ENCFF068MVF.tar.gz']	['ENCFF239LLU.bigWig', 'ENCFF695VAP.tar.gz']	['ENCFF531LCK.bigWig', 'ENCFF146BPI.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF264CSM.tar.gz']	['ENCFF989GVZ.tar.gz']	['ENCFF615LIG.bigWig']	['ENCFF017MSZ.bigWig']	['ENCFF024RTV.bigWig']	['ENCFF106LZR.tar.gz']
ENCSR543PFF	in progress	ChromBPNet-model	GRCh38	ENCSR025BWH	released		Homo sapiens CD8-positive, alpha-beta memory T cell male adult (24 years)	CD8-positive, alpha-beta memory T cell	primary cell	DNase-seq	false	['ENCFF230MVY.tar.gz']	['ENCFF879TYP.bigWig']	['ENCFF625FFI.tar.gz']	['ENCFF639MWE.bam']	[]	['ENCFF995SPJ.bed.gz', 'ENCFF522ZJK.bigBed']	['ENCFF783FQZ.bigWig', 'ENCFF159GQB.tar.gz']	['ENCFF566GEL.bigWig', 'ENCFF256QTB.tar.gz']	['ENCFF428HLX.bigWig', 'ENCFF807RBQ.tar.gz']	['ENCFF859JDB.bigWig', 'ENCFF734SEU.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF583WDT.tar.gz']	['ENCFF610COE.tar.gz']	['ENCFF195LRY.bigWig']	['ENCFF368QGN.bigWig']	['ENCFF126DQB.bigWig']	['ENCFF382XXV.tar.gz']
ENCSR063NRC	in progress	ChromBPNet-model	GRCh38	ENCSR998IXQ	released		Homo sapiens stimulated activated CD4-positive, alpha-beta T cell male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 1 hour, 100 ng/mL Interleukin-15 for 1 hour	stimulated activated CD4-positive, alpha-beta T cell	primary cell	DNase-seq	false	['ENCFF593ICQ.tar.gz']	['ENCFF637TOM.bigWig']	['ENCFF141ORS.tar.gz']	['ENCFF600VPS.bam']	[]	['ENCFF478ZCV.bed.gz', 'ENCFF153LNM.bigBed']	['ENCFF855UNG.bigWig', 'ENCFF263YHS.tar.gz']	['ENCFF505YVV.bigWig', 'ENCFF963QLT.tar.gz']	['ENCFF709SUH.bigWig', 'ENCFF338WCR.tar.gz']	['ENCFF595BUH.bigWig', 'ENCFF728AYU.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF937URA.tar.gz']	['ENCFF857VPO.tar.gz']	['ENCFF447BGW.bigWig']	['ENCFF655FJN.bigWig']	['ENCFF834DMW.bigWig']	['ENCFF653PZX.tar.gz']
ENCSR001PBZ	in progress	ChromBPNet-model	GRCh38	ENCSR653ISV	released		Homo sapiens activated CD8-positive, alpha-beta memory T cell female adult (33 years) treated with anti-CD3 and anti-CD28 coated beads for 24 hours	activated CD8-positive, alpha-beta memory T cell	primary cell	DNase-seq	false	['ENCFF159VOH.tar.gz']	['ENCFF166RFN.bigWig']	['ENCFF133QRN.tar.gz']	['ENCFF391RDE.bam']	[]	['ENCFF617XWW.bed.gz', 'ENCFF729GWT.bigBed']	['ENCFF603MNT.bigWig', 'ENCFF570VBU.tar.gz']	['ENCFF177UGR.bigWig', 'ENCFF862KXX.tar.gz']	['ENCFF177CGK.bigWig', 'ENCFF966WGU.tar.gz']	['ENCFF342XAV.bigWig', 'ENCFF888DDM.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF516CCG.tar.gz']	['ENCFF362PSX.tar.gz']	['ENCFF805PAC.bigWig']	['ENCFF660DWG.bigWig']	['ENCFF426SNH.bigWig']	['ENCFF787YMS.tar.gz']
ENCSR006QRD	in progress	ChromBPNet-model	GRCh38	ENCSR552QUA	released	ATAC-seq on human posterior vena cava	Homo sapiens posterior vena cava tissue female adult (47 years)	posterior vena cava	tissue	ATAC-seq	false	['ENCFF996XMP.tar.gz']	['ENCFF214AAW.bigWig']	['ENCFF894IYW.tar.gz']	['ENCFF041FKK.bam']	[]	['ENCFF809SVM.bed.gz', 'ENCFF154PZS.bigBed']	['ENCFF584KPT.bigWig', 'ENCFF125BJP.tar.gz']	['ENCFF234HYF.bigWig', 'ENCFF954HAF.tar.gz']	['ENCFF658TAM.bigWig', 'ENCFF868IMZ.tar.gz']	['ENCFF938KEC.bigWig', 'ENCFF908APE.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF773QXP.tar.gz']	['ENCFF827YRN.tar.gz']	['ENCFF588TYD.bigWig']	['ENCFF340SZA.bigWig']	['ENCFF695ZFW.bigWig']	['ENCFF583DQK.tar.gz']
ENCSR098ONJ	in progress	ChromBPNet-model	GRCh38	ENCSR959ZXU	released		Homo sapiens HeLa-S3	HeLa-S3	cell line	DNase-seq	false	['ENCFF944CWT.tar.gz']	['ENCFF481TVB.bigWig']	['ENCFF461UPD.tar.gz']	['ENCFF706OIB.bam', 'ENCFF786NAW.bam']	[]	['ENCFF336JCE.bed.gz', 'ENCFF406JZF.bigBed']	['ENCFF259QUE.bigWig', 'ENCFF970WMO.tar.gz']	['ENCFF509CSN.bigWig', 'ENCFF337FTM.tar.gz']	['ENCFF458EZO.bigWig', 'ENCFF842SKS.tar.gz']	['ENCFF784CKT.bigWig', 'ENCFF398MFI.tar.gz']	['ENCFF831SGP.tar.gz']	['ENCFF634WYM.tar.gz']	['ENCFF199DIA.tar.gz']	['ENCFF283OKQ.bigWig']	['ENCFF682HYZ.bigWig']	['ENCFF758CML.bigWig']	['ENCFF691EMQ.tar.gz']
ENCSR316PCT	in progress	ChromBPNet-model	GRCh38	ENCSR315WAC	released		Homo sapiens stimulated activated CD4-positive, alpha-beta T cell male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 48 hours, 100 ng/mL Interleukin-4 for 48 hours	stimulated activated CD4-positive, alpha-beta T cell	primary cell	DNase-seq	false	['ENCFF064ZAU.tar.gz']	['ENCFF044YCD.bigWig']	['ENCFF773QXT.tar.gz']	['ENCFF935HDI.bam']	[]	['ENCFF435ZDH.bed.gz', 'ENCFF191GPM.bigBed']	['ENCFF638ADD.bigWig', 'ENCFF307FNL.tar.gz']	['ENCFF254RKG.bigWig', 'ENCFF355ILF.tar.gz']	['ENCFF533AJM.bigWig', 'ENCFF732SZV.tar.gz']	['ENCFF799DSO.bigWig', 'ENCFF438NRG.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF113PAL.tar.gz']	['ENCFF442ICB.tar.gz']	['ENCFF689EYN.bigWig']	['ENCFF908QVO.bigWig']	['ENCFF293SCC.bigWig']	['ENCFF117BPM.tar.gz']
ENCSR221HAB	in progress	ChromBPNet-model	GRCh38	ENCSR198UKY	released		Homo sapiens T-cell male adult (47 years)	T-cell	primary cell	DNase-seq	false	['ENCFF875ORO.tar.gz']	['ENCFF298ASH.bigWig']	['ENCFF710MMO.tar.gz']	['ENCFF293MVC.bam']	[]	['ENCFF796XKM.bed.gz', 'ENCFF523FIP.bigBed']	['ENCFF439ZGU.bigWig', 'ENCFF929VGY.tar.gz']	['ENCFF411KYH.bigWig', 'ENCFF757ZYJ.tar.gz']	['ENCFF366ENA.bigWig', 'ENCFF267VMQ.tar.gz']	['ENCFF765FRK.bigWig', 'ENCFF550KSE.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF730KQZ.tar.gz']	['ENCFF742GTZ.tar.gz']	['ENCFF444QOC.bigWig']	['ENCFF027FTY.bigWig']	['ENCFF823ZJI.bigWig']	['ENCFF095ZRP.tar.gz']
ENCSR210DXU	in progress	ChromBPNet-model	GRCh38	ENCSR457RVC	released		Homo sapiens T-cell male adult (28 years)	T-cell	primary cell	DNase-seq	false	['ENCFF621DNZ.tar.gz']	['ENCFF762PSV.bigWig']	['ENCFF084ZON.tar.gz']	['ENCFF787OWI.bam']	[]	['ENCFF965JNN.bed.gz', 'ENCFF161QQB.bigBed']	['ENCFF698ZBN.bigWig', 'ENCFF715EYK.tar.gz']	['ENCFF439DNU.bigWig', 'ENCFF614VQK.tar.gz']	['ENCFF314YVL.bigWig', 'ENCFF331BQV.tar.gz']	['ENCFF772FFW.bigWig', 'ENCFF437UOB.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF004VGO.tar.gz']	['ENCFF039NZP.tar.gz']	['ENCFF435RPW.bigWig']	['ENCFF992LUH.bigWig']	['ENCFF288GEM.bigWig']	['ENCFF198ZLK.tar.gz']
ENCSR536OGN	in progress	ChromBPNet-model	GRCh38	ENCSR563CZB	released		Homo sapiens with mild cognitive impairment; posterior cingulate gyrus tissue female adult (90 or above years)	posterior cingulate gyrus	tissue	DNase-seq	false	['ENCFF609ACO.tar.gz']	['ENCFF269QBT.bigWig']	['ENCFF024DNA.tar.gz']	['ENCFF614LDP.bam']	[]	['ENCFF648GEF.bed.gz', 'ENCFF707RHT.bigBed']	['ENCFF835ONI.bigWig', 'ENCFF432TBZ.tar.gz']	['ENCFF268CEN.bigWig', 'ENCFF921YBQ.tar.gz']	['ENCFF767BPA.bigWig', 'ENCFF960OMK.tar.gz']	['ENCFF552CRE.bigWig', 'ENCFF061PSV.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF477URC.tar.gz']	['ENCFF635HFG.tar.gz']	['ENCFF632GBH.bigWig']	['ENCFF285TGL.bigWig']	['ENCFF769MDA.bigWig']	['ENCFF708GSA.tar.gz']
ENCSR306LZC	in progress	ChromBPNet-model	GRCh38	ENCSR323UTX	released		Homo sapiens upper lobe of left lung tissue female adult (51 years)	upper lobe of left lung	tissue	DNase-seq	false	['ENCFF673VJF.tar.gz']	['ENCFF436MGW.bigWig']	['ENCFF666WVV.tar.gz']	['ENCFF125WQU.bam']	[]	['ENCFF413ZSE.bed.gz', 'ENCFF559CVY.bigBed']	['ENCFF877MLO.bigWig', 'ENCFF169DZC.tar.gz']	['ENCFF887SYL.bigWig', 'ENCFF676LDY.tar.gz']	['ENCFF298MTM.bigWig', 'ENCFF286OER.tar.gz']	['ENCFF463WOO.bigWig', 'ENCFF055GJZ.tar.gz']	['ENCFF415ZNT.tar.gz']	['ENCFF323VRY.tar.gz']	['ENCFF142OBU.tar.gz']	['ENCFF563WGK.bigWig']	['ENCFF919NNP.bigWig']	['ENCFF794TWP.bigWig']	['ENCFF600GTH.tar.gz']
ENCSR830MQP	in progress	ChromBPNet-model	GRCh38	ENCSR841LHT	released		Homo sapiens CD4-positive, alpha-beta T cell male adult (20 years)	CD4-positive, alpha-beta T cell	primary cell	ATAC-seq	false	['ENCFF120ZBU.tar.gz']	['ENCFF785NOV.bigWig']	['ENCFF514TOX.tar.gz']	['ENCFF489WFA.bam']	[]	['ENCFF666QVR.bed.gz', 'ENCFF414TRR.bigBed']	['ENCFF779SDA.tar.gz', 'ENCFF164MGN.bigWig']	['ENCFF008DGU.bigWig', 'ENCFF863DTS.tar.gz']	['ENCFF883SKW.bigWig', 'ENCFF981YWG.tar.gz']	['ENCFF228YDM.bigWig', 'ENCFF490TAD.tar.gz']	['ENCFF427ZIR.tar.gz']	['ENCFF117JWA.tar.gz']	['ENCFF061SIM.tar.gz']	['ENCFF272XVS.bigWig']	['ENCFF824NSZ.bigWig']	['ENCFF284BNO.bigWig']	['ENCFF172SOM.tar.gz']
ENCSR430JNN	in progress	ChromBPNet-model	GRCh38	ENCSR504KZE	released		Homo sapiens lung tissue embryo (67 days)	lung	tissue	DNase-seq	false	['ENCFF938JHL.tar.gz']	['ENCFF973JKR.bigWig']	['ENCFF901MYT.tar.gz']	[]	['ENCFF296BZD.bam']	['ENCFF741PIW.bed.gz', 'ENCFF846MRF.bigBed']	['ENCFF561EWN.bigWig', 'ENCFF074LWQ.tar.gz']	['ENCFF330RBX.bigWig', 'ENCFF793OXF.tar.gz']	['ENCFF890HRE.tar.gz', 'ENCFF572NJU.bigWig']	['ENCFF376DNE.tar.gz', 'ENCFF028VOJ.bigWig']	['ENCFF981CIT.tar.gz']	['ENCFF503FFS.tar.gz']	['ENCFF618AJO.tar.gz']	['ENCFF240ZOL.bigWig']	['ENCFF652PJY.bigWig']	['ENCFF580CZQ.bigWig']	['ENCFF064TUY.tar.gz']
ENCSR463FHI	in progress	ChromBPNet-model	GRCh38	ENCSR242QRV	released	ATAC-seq on human upper lobe of left lung	Homo sapiens upper lobe of left lung tissue female adult (61 years)	upper lobe of left lung	tissue	ATAC-seq	false	['ENCFF952YBA.tar.gz']	['ENCFF563PXS.bigWig']	['ENCFF125GNU.tar.gz']	['ENCFF225GIF.bam']	[]	['ENCFF588FGD.bed.gz', 'ENCFF480BZV.bigBed']	['ENCFF604SYH.tar.gz', 'ENCFF155MGD.bigWig']	['ENCFF354HMA.bigWig', 'ENCFF438TFK.tar.gz']	['ENCFF678XHV.bigWig', 'ENCFF927EMB.tar.gz']	['ENCFF431TEY.bigWig', 'ENCFF058MKW.tar.gz']	['ENCFF427ZIR.tar.gz']	['ENCFF618UCD.tar.gz']	['ENCFF259FQL.tar.gz']	['ENCFF772JZY.bigWig']	['ENCFF213OUR.bigWig']	['ENCFF762TEJ.bigWig']	['ENCFF541MXL.tar.gz']
ENCSR467GZH	in progress	ChromBPNet-model	GRCh38	ENCSR438TWI	released		Homo sapiens muscle of back tissue male embryo (96 days)	muscle of back	tissue	DNase-seq	false	['ENCFF793ZOF.tar.gz']	['ENCFF285QZH.bigWig']	['ENCFF405TLR.tar.gz']	[]	['ENCFF077XBL.bam']	['ENCFF748WLS.bed.gz', 'ENCFF179XZK.bigBed']	['ENCFF747VVW.bigWig', 'ENCFF834PRG.tar.gz']	['ENCFF902UBU.bigWig', 'ENCFF763YVJ.tar.gz']	['ENCFF234ENA.bigWig', 'ENCFF855UKP.tar.gz']	['ENCFF338BHY.bigWig', 'ENCFF110YWF.tar.gz']	['ENCFF775PVI.tar.gz']	['ENCFF656XUT.tar.gz']	['ENCFF692OFH.tar.gz']	['ENCFF939NDL.bigWig']	['ENCFF400REW.bigWig']	['ENCFF560SLW.bigWig']	['ENCFF771BVI.tar.gz']
ENCSR639NDH	in progress	ChromBPNet-model	GRCh38	ENCSR678ILN	released		Homo sapiens ELF-1	ELF-1	cell line	DNase-seq	false	['ENCFF367UCI.tar.gz']	['ENCFF609AUM.bigWig']	['ENCFF284UXA.tar.gz']	['ENCFF432EWQ.bam', 'ENCFF467ANG.bam']	[]	['ENCFF448EHB.bed.gz', 'ENCFF400ACY.bigBed']	['ENCFF262FWC.bigWig', 'ENCFF731XHL.tar.gz']	['ENCFF986HAL.bigWig', 'ENCFF059WPN.tar.gz']	['ENCFF461OOT.bigWig', 'ENCFF366LGW.tar.gz']	['ENCFF048FYX.bigWig', 'ENCFF305WIF.tar.gz']	['ENCFF831SGP.tar.gz']	['ENCFF091DIC.tar.gz']	['ENCFF142RMU.tar.gz']	['ENCFF353MDN.bigWig']	['ENCFF122XVI.bigWig']	['ENCFF018GMD.bigWig']	['ENCFF549HNO.tar.gz']
ENCSR061TSC	in progress	ChromBPNet-model	GRCh38	ENCSR835WBW	released		Homo sapiens HG03565	HG03565	cell line	ATAC-seq	false	['ENCFF444HHT.tar.gz']	['ENCFF449YEO.bigWig']	['ENCFF697ZDG.tar.gz']	['ENCFF220BRO.bam']	[]	['ENCFF172ZHX.bed.gz', 'ENCFF027MVE.bigBed']	['ENCFF585YAW.bigWig', 'ENCFF356RTS.tar.gz']	['ENCFF716ZLZ.bigWig', 'ENCFF343POL.tar.gz']	['ENCFF760COO.bigWig', 'ENCFF184KDU.tar.gz']	['ENCFF597ZKS.bigWig', 'ENCFF355ACL.tar.gz']	['ENCFF881REW.tar.gz']	['ENCFF434JPP.tar.gz']	['ENCFF970OJI.tar.gz']	['ENCFF512IVX.bigWig']	['ENCFF823DPK.bigWig']	['ENCFF362LZS.bigWig']	['ENCFF133AEY.tar.gz']
ENCSR548DKO	in progress	ChromBPNet-model	GRCh38	ENCSR814RGG	released	ATAC-seq on human ureter	Homo sapiens ureter tissue female adult (47 years)	ureter	tissue	ATAC-seq	false	['ENCFF005AMO.tar.gz']	['ENCFF762SNC.bigWig']	['ENCFF816CNH.tar.gz']	['ENCFF927ABY.bam']	[]	['ENCFF663VGC.bed.gz', 'ENCFF517ESQ.bigBed']	['ENCFF472ETC.tar.gz', 'ENCFF185UZQ.bigWig']	['ENCFF654WQW.bigWig', 'ENCFF173WIY.tar.gz']	['ENCFF864DNV.bigWig', 'ENCFF055ING.tar.gz']	['ENCFF433TNH.bigWig', 'ENCFF415TDW.tar.gz']	['ENCFF427ZIR.tar.gz']	['ENCFF494SDZ.tar.gz']	['ENCFF120VCM.tar.gz']	['ENCFF035YSL.bigWig']	['ENCFF967WXE.bigWig']	['ENCFF447HRS.bigWig']	['ENCFF490OFJ.tar.gz']
ENCSR701VLP	in progress	ChromBPNet-model	GRCh38	ENCSR964VVW	released		Homo sapiens right lung tissue male embryo (96 days)	right lung	tissue	DNase-seq	false	['ENCFF869RSN.tar.gz']	['ENCFF902LTL.bigWig']	['ENCFF926FAC.tar.gz']	[]	['ENCFF002TGJ.bam']	['ENCFF750XVE.bigBed', 'ENCFF365CQJ.bed.gz']	['ENCFF157EYP.bigWig', 'ENCFF108KGN.tar.gz']	['ENCFF690QYG.bigWig', 'ENCFF906NVI.tar.gz']	['ENCFF807JFW.tar.gz', 'ENCFF744XBN.bigWig']	['ENCFF519AVV.tar.gz', 'ENCFF160PFT.bigWig']	['ENCFF808WWB.tar.gz']	['ENCFF386YSO.tar.gz']	['ENCFF431TMC.tar.gz']	['ENCFF578GPH.bigWig']	['ENCFF818IBF.bigWig']	['ENCFF675ZJW.bigWig']	['ENCFF293WCX.tar.gz']
ENCSR481HGO	in progress	ChromBPNet-model	GRCh38	ENCSR006IJP	released		Homo sapiens lung tissue embryo (112 days)	lung	tissue	DNase-seq	false	['ENCFF586IBH.tar.gz']	['ENCFF944ZIF.bigWig']	['ENCFF972OLQ.tar.gz']	[]	['ENCFF368MIJ.bam']	['ENCFF400ISU.bed.gz', 'ENCFF291RAR.bigBed']	['ENCFF509YZU.bigWig', 'ENCFF098OYK.tar.gz']	['ENCFF184ENC.bigWig', 'ENCFF635VJX.tar.gz']	['ENCFF335MIC.bigWig', 'ENCFF995JIA.tar.gz']	['ENCFF095ZEJ.bigWig', 'ENCFF008EWD.tar.gz']	['ENCFF205XFD.tar.gz']	['ENCFF708CUV.tar.gz']	['ENCFF836TKQ.tar.gz']	['ENCFF200ETP.bigWig']	['ENCFF591CHM.bigWig']	['ENCFF521CRY.bigWig']	['ENCFF760WMC.tar.gz']
ENCSR639YNS	in progress	ChromBPNet-model	GRCh38	ENCSR819EPD	released		Homo sapiens stimulated activated CD8-positive, alpha-beta memory T cell male adult (38 years) treated with anti-CD3 and anti-CD28 coated beads for 1 hour, 100 ng/mL Interleukin-15 for 1 hour	stimulated activated CD8-positive, alpha-beta memory T cell	primary cell	DNase-seq	false	['ENCFF889SUS.tar.gz']	['ENCFF370BEY.bigWig']	['ENCFF667LCS.tar.gz']	['ENCFF702OLB.bam']	[]	['ENCFF281YTS.bed.gz', 'ENCFF748RTY.bigBed']	['ENCFF672SDH.bigWig', 'ENCFF071DUQ.tar.gz']	['ENCFF084GGR.bigWig', 'ENCFF523GPF.tar.gz']	['ENCFF576NOE.bigWig', 'ENCFF894WEB.tar.gz']	['ENCFF175SUZ.bigWig', 'ENCFF565WSW.tar.gz']	['ENCFF804BEL.tar.gz']	['ENCFF786FSQ.tar.gz']	['ENCFF875JCI.tar.gz']	['ENCFF851SKU.bigWig']	['ENCFF677YQD.bigWig']	['ENCFF953VNI.bigWig']	['ENCFF650TBC.tar.gz']
